"Problem","Package","File","Priority","Line","Description","Rule set","Rule"
"160","br.gov.caixa.siget.web","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/web/ManterDemandaAction.java","5","640","Found 'DD'-anomaly for variable 'retorno' (lines '640'-'673').","Controversial","DataflowAnomalyAnalysis"
"161","br.gov.caixa.siget.web","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/web/ManterDemandaAction.java","5","651","Found 'DD'-anomaly for variable 'retorno' (lines '651'-'673').","Controversial","DataflowAnomalyAnalysis"
"162","br.gov.caixa.siget.web","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/web/ManterDemandaAction.java","3","656","Avoid instantiating new objects inside loops","Optimization","AvoidInstantiatingObjectsInLoops"
"163","br.gov.caixa.siget.web","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/web/ManterDemandaAction.java","3","656","Local variable 'error' could be declared final","Optimization","LocalVariableCouldBeFinal"
"164","br.gov.caixa.siget.web","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/web/ManterDemandaAction.java","5","659","Found 'DD'-anomaly for variable 'retorno' (lines '659'-'673').","Controversial","DataflowAnomalyAnalysis"
"165","br.gov.caixa.siget.web","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/web/ManterDemandaAction.java","3","667","Local variable 'valorInicio' could be declared final","Optimization","LocalVariableCouldBeFinal"
"166","br.gov.caixa.siget.web","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/web/ManterDemandaAction.java","3","669","Local variable 'valorFim' could be declared final","Optimization","LocalVariableCouldBeFinal"
"167","br.gov.caixa.siget.web","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/web/ManterDemandaAction.java","3","670","Avoid using Literals in Conditional Statements","Controversial","AvoidLiteralsInIfCondition"
"168","br.gov.caixa.siget.web","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/web/ManterDemandaAction.java","5","681","Found 'DD'-anomaly for variable 'retorno' (lines '681'-'686').","Controversial","DataflowAnomalyAnalysis"
"169","br.gov.caixa.siget.web","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/web/ManterDemandaAction.java","5","681","Found 'DD'-anomaly for variable 'retorno' (lines '681'-'691').","Controversial","DataflowAnomalyAnalysis"
"170","br.gov.caixa.siget.web","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/web/ManterDemandaAction.java","3","684","Avoid using Literals in Conditional Statements","Controversial","AvoidLiteralsInIfCondition"
"171","br.gov.caixa.siget.web","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/web/ManterDemandaAction.java","3","702","Local variable 'historicoDemanda' could be declared final","Optimization","LocalVariableCouldBeFinal"
"172","br.gov.caixa.siget.web","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/web/ManterDemandaAction.java","3","741","Avoid excessively long variable names like viewUnidadeSolucao","Naming","LongVariable"
"173","br.gov.caixa.siget.web","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/web/ManterDemandaAction.java","3","741","Parameter 'viewUnidadeSolucao' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"174","br.gov.caixa.siget.web","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/web/ManterDemandaAction.java","3","749","Avoid excessively long variable names like unidadeGstrSolucao","Naming","LongVariable"
"175","br.gov.caixa.siget.web","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/web/ManterDemandaAction.java","3","749","Parameter 'unidadeGstrSolucao' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"176","br.gov.caixa.siget.web","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/web/ManterDemandaAction.java","3","757","Avoid excessively long variable names like viewUnidadeBemServico","Naming","LongVariable"
"177","br.gov.caixa.siget.web","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/web/ManterDemandaAction.java","3","757","Parameter 'viewUnidadeBemServico' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"178","br.gov.caixa.siget.web","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/web/ManterDemandaAction.java","3","765","Parameter 'unidadeGstrBem' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"179","br.gov.caixa.siget.web","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/web/ManterDemandaAction.java","3","773","Avoid excessively long variable names like viewUnidadeFaturamento","Naming","LongVariable"
"180","br.gov.caixa.siget.web","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/web/ManterDemandaAction.java","3","773","Parameter 'viewUnidadeFaturamento' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"181","br.gov.caixa.siget.web","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/web/ManterDemandaAction.java","3","781","Avoid excessively long variable names like unidadeGstrFatrmento","Naming","LongVariable"
"182","br.gov.caixa.siget.web","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/web/ManterDemandaAction.java","3","781","Parameter 'unidadeGstrFatrmento' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"183","br.gov.caixa.siget.web","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/web/ManterDemandaAction.java","4","785","A getX() method which returns a boolean should be named isX()","Naming","BooleanGetMethodName"
"184","br.gov.caixa.siget.web","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/web/ManterDemandaAction.java","3","789","Parameter 'habilitaForm' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"185","br.gov.caixa.siget.web","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/web/ManterDemandaAction.java","4","793","A getX() method which returns a boolean should be named isX()","Naming","BooleanGetMethodName"
"186","br.gov.caixa.siget.web","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/web/ManterDemandaAction.java","3","797","Avoid excessively long variable names like habilitaBuscaDemandaPrincipal","Naming","LongVariable"
"187","br.gov.caixa.siget.web","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/web/ManterDemandaAction.java","3","797","Parameter 'habilitaBuscaDemandaPrincipal' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"188","br.gov.caixa.siget.web","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/web/ManterDemandaAction.java","4","801","A getX() method which returns a boolean should be named isX()","Naming","BooleanGetMethodName"
"189","br.gov.caixa.siget.web","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/web/ManterDemandaAction.java","3","805","Avoid excessively long variable names like habilitaDadosDemandaAditiva","Naming","LongVariable"
"190","br.gov.caixa.siget.web","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/web/ManterDemandaAction.java","3","805","Parameter 'habilitaDadosDemandaAditiva' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"191","br.gov.caixa.siget.web","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/web/ManterDemandaAction.java","4","809","A getX() method which returns a boolean should be named isX()","Naming","BooleanGetMethodName"
"192","br.gov.caixa.siget.web","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/web/ManterDemandaAction.java","3","813","Avoid excessively long variable names like indicaOrcamentoDescentralizado","Naming","LongVariable"
"193","br.gov.caixa.siget.web","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/web/ManterDemandaAction.java","3","813","Parameter 'indicaOrcamentoDescentralizado' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"194","br.gov.caixa.siget.web","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/web/ManterDemandaAction.java","3","821","Avoid excessively long variable names like dropDownUnidadeSolucao","Naming","LongVariable"
"195","br.gov.caixa.siget.web","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/web/ManterDemandaAction.java","3","821","Parameter 'dropDownUnidadeSolucao' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"196","br.gov.caixa.siget.web","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/web/ManterDemandaAction.java","3","829","Avoid excessively long variable names like dropDownUnidadeBemServico","Naming","LongVariable"
"197","br.gov.caixa.siget.web","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/web/ManterDemandaAction.java","3","829","Parameter 'dropDownUnidadeBemServico' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"198","br.gov.caixa.siget.web","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/web/ManterDemandaAction.java","3","837","Avoid excessively long variable names like dropDownUnidadeFaturamento","Naming","LongVariable"
"199","br.gov.caixa.siget.web","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/web/ManterDemandaAction.java","3","837","Parameter 'dropDownUnidadeFaturamento' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"200","br.gov.caixa.siget.web","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/web/ManterDemandaAction.java","5","841","Found 'UR'-anomaly for variable 'u' (lines '841'-'854').","Controversial","DataflowAnomalyAnalysis"
"201","br.gov.caixa.siget.web","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/web/ManterDemandaAction.java","5","841","Found 'UR'-anomaly for variable 'ugs' (lines '841'-'870').","Controversial","DataflowAnomalyAnalysis"
"202","br.gov.caixa.siget.web","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/web/ManterDemandaAction.java","3","841","Parameter 'demanda' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"203","br.gov.caixa.siget.web","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/web/ManterDemandaAction.java","3","851","Local variable 'u' could be declared final","Optimization","LocalVariableCouldBeFinal"
"204","br.gov.caixa.siget.web","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/web/ManterDemandaAction.java","3","852","Avoid instantiating new objects inside loops","Optimization","AvoidInstantiatingObjectsInLoops"
"205","br.gov.caixa.siget.web","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/web/ManterDemandaAction.java","3","852","Local variable 'view' could be declared final","Optimization","LocalVariableCouldBeFinal"
"206","br.gov.caixa.siget.web","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/web/ManterDemandaAction.java","3","853","Avoid instantiating new objects inside loops","Optimization","AvoidInstantiatingObjectsInLoops"
"207","br.gov.caixa.siget.web","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/web/ManterDemandaAction.java","3","859","Local variable 'u' could be declared final","Optimization","LocalVariableCouldBeFinal"
"208","br.gov.caixa.siget.web","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/web/ManterDemandaAction.java","3","860","Avoid instantiating new objects inside loops","Optimization","AvoidInstantiatingObjectsInLoops"
"209","br.gov.caixa.siget.web","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/web/ManterDemandaAction.java","3","860","Local variable 'view' could be declared final","Optimization","LocalVariableCouldBeFinal"
"210","br.gov.caixa.siget.web","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/web/ManterDemandaAction.java","3","861","Avoid instantiating new objects inside loops","Optimization","AvoidInstantiatingObjectsInLoops"
"211","br.gov.caixa.siget.web","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/web/ManterDemandaAction.java","3","867","Local variable 'ugs' could be declared final","Optimization","LocalVariableCouldBeFinal"
"212","br.gov.caixa.siget.web","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/web/ManterDemandaAction.java","3","868","Avoid instantiating new objects inside loops","Optimization","AvoidInstantiatingObjectsInLoops"
"213","br.gov.caixa.siget.web","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/web/ManterDemandaAction.java","3","868","Local variable 'viewPrincipal' could be declared final","Optimization","LocalVariableCouldBeFinal"
"214","br.gov.caixa.siget.web","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/web/ManterDemandaAction.java","3","869","Avoid instantiating new objects inside loops","Optimization","AvoidInstantiatingObjectsInLoops"
"215","br.gov.caixa.siget.web","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/web/ManterDemandaAction.java","3","878","Local variable 'u' could be declared final","Optimization","LocalVariableCouldBeFinal"
"216","br.gov.caixa.siget.web","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/web/ManterDemandaAction.java","3","879","Avoid instantiating new objects inside loops","Optimization","AvoidInstantiatingObjectsInLoops"
"217","br.gov.caixa.siget.web","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/web/ManterDemandaAction.java","3","879","Local variable 'view' could be declared final","Optimization","LocalVariableCouldBeFinal"
"218","br.gov.caixa.siget.web","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/web/ManterDemandaAction.java","3","880","Avoid instantiating new objects inside loops","Optimization","AvoidInstantiatingObjectsInLoops"
"219","br.gov.caixa.siget.web","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/web/ManterDemandaAction.java","3","903","Avoid excessively long variable names like actionVoltarDetalhe","Naming","LongVariable"
"220","br.gov.caixa.siget.web","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/web/ManterDemandaAction.java","3","903","Parameter 'actionVoltarDetalhe' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"221","br.gov.caixa.siget.web","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/web/ManterDemandaAction.java","3","911","Avoid variables with short names like ev","Naming","ShortVariable"
"222","br.gov.caixa.siget.web","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/web/ManterDemandaAction.java","3","911","Parameter 'ev' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"223","br.gov.caixa.siget.web","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/web/ManterDemandaAction.java","3","913","Local variable 'bloqueia' could be declared final","Optimization","LocalVariableCouldBeFinal"
"224","br.gov.caixa.siget.web","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/web/ManterDemandaAction.java","2","924","Avoid reassigning parameters such as 'bloqueia'","Design","AvoidReassigningParameters"
"225","br.gov.caixa.siget.web","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/web/ManterDemandaAction.java","5","924","Found 'UR'-anomaly for variable 'demanda' (lines '924'-'930').","Controversial","DataflowAnomalyAnalysis"
"226","br.gov.caixa.siget.web","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/web/ManterDemandaAction.java","5","924","Found 'UR'-anomaly for variable 'demanda' (lines '924'-'933').","Controversial","DataflowAnomalyAnalysis"
"227","br.gov.caixa.siget.web","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/web/ManterDemandaAction.java","5","924","Found 'UR'-anomaly for variable 'itemDTO' (lines '924'-'936').","Controversial","DataflowAnomalyAnalysis"
"228","br.gov.caixa.siget.web","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/web/ManterDemandaAction.java","3","924","Parameter 'demandas' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"229","br.gov.caixa.siget.web","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/web/ManterDemandaAction.java","3","926","Local variable 'demanda' could be declared final","Optimization","LocalVariableCouldBeFinal"
"230","br.gov.caixa.siget.web","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/web/ManterDemandaAction.java","3","935","Local variable 'itemDTO' could be declared final","Optimization","LocalVariableCouldBeFinal"
"231","br.gov.caixa.siget.web","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/web/ManterDemandaAction.java","3","943","Avoid catching generic exceptions such as NullPointerException, RuntimeException, Exception in try-catch block","Strict Exceptions","AvoidCatchingGenericException"
"232","br.gov.caixa.siget.web","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/web/ManterDemandaAction.java","3","943","Avoid empty catch blocks","Empty Code","EmptyCatchBlock"
"233","br.gov.caixa.siget.web","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/web/ManterDemandaAction.java","3","943","Avoid empty catch blocks","Empty Code","EmptyCatchBlock"
"234","br.gov.caixa.siget.web","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/web/ManterDemandaAction.java","3","948","Parameter 'outcome' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"235","br.gov.caixa.siget.web","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/web/ManterDemandaAction.java","3","961","Parameter 'numeroDemada' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"236","br.gov.caixa.siget.web","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/web/ManterDemandaAction.java","3","962","Avoid variables with short names like d","Naming","ShortVariable"
"237","br.gov.caixa.siget.web","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/web/ManterDemandaAction.java","3","976","Parameter 'demandaPrincipal' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"1","br.gov.caixa.siget.web","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/web/ManterFornecedorAction.java","3","1","Possible God class (WMC=89, ATFD=76, TCC=0.09523809523809523)","Design","GodClass"
"2","br.gov.caixa.siget.web","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/web/ManterFornecedorAction.java","3","29","Each class should declare at least one constructor","Controversial","AtLeastOneConstructor"
"3","br.gov.caixa.siget.web","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/web/ManterFornecedorAction.java","3","29","The class 'ManterFornecedorAction' has a Cyclomatic Complexity of 2 (Highest = 18).","Code Size","CyclomaticComplexity"
"4","br.gov.caixa.siget.web","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/web/ManterFornecedorAction.java","3","29","This class has too many methods, consider refactoring it.","Code Size","TooManyMethods"
"5","br.gov.caixa.siget.web","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/web/ManterFornecedorAction.java","3","29","Too many fields","Code Size","TooManyFields"
"6","br.gov.caixa.siget.web","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/web/ManterFornecedorAction.java","3","34","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBeans","BeanMembersShouldSerialize"
"7","br.gov.caixa.siget.web","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/web/ManterFornecedorAction.java","3","37","Avoid excessively long variable names like manterGrupoFornecedorBean","Naming","LongVariable"
"8","br.gov.caixa.siget.web","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/web/ManterFornecedorAction.java","3","37","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBeans","BeanMembersShouldSerialize"
"9","br.gov.caixa.siget.web","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/web/ManterFornecedorAction.java","3","40","Avoid excessively long variable names like manterContatoFornecedorBean","Naming","LongVariable"
"10","br.gov.caixa.siget.web","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/web/ManterFornecedorAction.java","3","40","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBeans","BeanMembersShouldSerialize"
"11","br.gov.caixa.siget.web","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/web/ManterFornecedorAction.java","3","45","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBeans","BeanMembersShouldSerialize"
"12","br.gov.caixa.siget.web","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/web/ManterFornecedorAction.java","3","50","Avoid excessively long variable names like fornecedorPesquisa","Naming","LongVariable"
"13","br.gov.caixa.siget.web","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/web/ManterFornecedorAction.java","3","50","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBeans","BeanMembersShouldSerialize"
"14","br.gov.caixa.siget.web","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/web/ManterFornecedorAction.java","3","50","Private field 'fornecedorPesquisa' could be made final; it is only initialized in the declaration or constructor.","Design","ImmutableField"
"15","br.gov.caixa.siget.web","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/web/ManterFornecedorAction.java","3","54","Avoid unused private fields such as 'fornecedors'.","Unused Code","UnusedPrivateField"
"16","br.gov.caixa.siget.web","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/web/ManterFornecedorAction.java","3","54","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBeans","BeanMembersShouldSerialize"
"17","br.gov.caixa.siget.web","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/web/ManterFornecedorAction.java","3","56","Avoid excessively long variable names like nomeFornecedorOrder","Naming","LongVariable"
"18","br.gov.caixa.siget.web","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/web/ManterFornecedorAction.java","3","61","Avoid excessively long variable names like _grupoFornecedores","Naming","LongVariable"
"19","br.gov.caixa.siget.web","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/web/ManterFornecedorAction.java","3","61","Avoid unused private fields such as '_grupoFornecedores'.","Unused Code","UnusedPrivateField"
"20","br.gov.caixa.siget.web","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/web/ManterFornecedorAction.java","3","61","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBeans","BeanMembersShouldSerialize"
"21","br.gov.caixa.siget.web","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/web/ManterFornecedorAction.java","1","61","Only variables that are final should contain underscores (except for underscores in standard prefix/suffix), '_grupoFornecedores' is not final.","Naming","VariableNamingConventions"
"22","br.gov.caixa.siget.web","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/web/ManterFornecedorAction.java","3","61","Perhaps '_grupoFornecedores' could be replaced by a local variable.","Design","SingularField"
"23","br.gov.caixa.siget.web","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/web/ManterFornecedorAction.java","3","65","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBeans","BeanMembersShouldSerialize"
"24","br.gov.caixa.siget.web","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/web/ManterFornecedorAction.java","3","69","Avoid excessively long variable names like contatoFornecedorExclusao","Naming","LongVariable"
"25","br.gov.caixa.siget.web","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/web/ManterFornecedorAction.java","3","69","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBeans","BeanMembersShouldSerialize"
"26","br.gov.caixa.siget.web","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/web/ManterFornecedorAction.java","3","72","Avoid using redundant field initializer for 'icIncluirContato'","Optimization","RedundantFieldInitializer"
"27","br.gov.caixa.siget.web","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/web/ManterFornecedorAction.java","3","73","Avoid using redundant field initializer for 'habilitaNome'","Optimization","RedundantFieldInitializer"
"28","br.gov.caixa.siget.web","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/web/ManterFornecedorAction.java","3","74","Avoid using redundant field initializer for 'habilitaCpf'","Optimization","RedundantFieldInitializer"
"29","br.gov.caixa.siget.web","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/web/ManterFornecedorAction.java","3","75","Avoid using redundant field initializer for 'habilitaCnpj'","Optimization","RedundantFieldInitializer"
"30","br.gov.caixa.siget.web","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/web/ManterFornecedorAction.java","3","76","Avoid using redundant field initializer for 'habilitaBusca'","Optimization","RedundantFieldInitializer"
"31","br.gov.caixa.siget.web","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/web/ManterFornecedorAction.java","3","112","The String literal 'MN001' appears 5 times in this file; the first occurrence is on line 112","String and StringBuffer","AvoidDuplicateLiterals"
"32","br.gov.caixa.siget.web","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/web/ManterFornecedorAction.java","3","130","Avoid catching generic exceptions such as NullPointerException, RuntimeException, Exception in try-catch block","Strict Exceptions","AvoidCatchingGenericException"
"33","br.gov.caixa.siget.web","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/web/ManterFornecedorAction.java","3","152","Avoid catching generic exceptions such as NullPointerException, RuntimeException, Exception in try-catch block","Strict Exceptions","AvoidCatchingGenericException"
"34","br.gov.caixa.siget.web","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/web/ManterFornecedorAction.java","3","159","Parameter 'contatoFornecedor' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"35","br.gov.caixa.siget.web","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/web/ManterFornecedorAction.java","4","203","Useless parentheses.","Unnecessary","UselessParentheses"
"36","br.gov.caixa.siget.web","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/web/ManterFornecedorAction.java","4","203","Useless parentheses.","Unnecessary","UselessParentheses"
"37","br.gov.caixa.siget.web","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/web/ManterFornecedorAction.java","4","204","Useless parentheses.","Unnecessary","UselessParentheses"
"38","br.gov.caixa.siget.web","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/web/ManterFornecedorAction.java","4","204","Useless parentheses.","Unnecessary","UselessParentheses"
"39","br.gov.caixa.siget.web","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/web/ManterFornecedorAction.java","3","238","Parameter 'fornecedor' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"40","br.gov.caixa.siget.web","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/web/ManterFornecedorAction.java","3","252","Parameter 'fornecedor' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"41","br.gov.caixa.siget.web","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/web/ManterFornecedorAction.java","3","257","Parameter 'contatoFornecedor' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
